OPR_DATE,HOUR_ENDING,time_of_day,season,agg_hour,NG_COL_CAL,NG_NG_CAL,NG_NUC_CAL,NG_OIL_CAL,NG_WAT_CAL,NG_SUN_CAL,NG_WND_CAL,NG_OTH_CAL,LOADING_MW_ACTUAL_CAISO,LOADING_MW_ACTUAL_PGE,LOADING_MW_ACTUAL_SCE,LOADING_MW_ACTUAL_SDGE,LOADING_MW_FORECAST_CAISO,LOADING_MW_FORECAST_PGE,LOADING_MW_FORECAST_SCE,LOADING_MW_FORECAST_SDGE,GAS_PRICE_PGE,GAS_PRICE_SCE,DA_LMP_PGE_NP15
2/25/2021,20,dusk,winter,10123,1575,14187,1146,84,3556,-22,701,610,26134,12045,11557,2458,25694,11727,11347,2548,5,4,49
2/25/2021,21,dusk,winter,10124,1575,13915,1147,85,2939,-19,1212,597,25306,11659,11220,2351,24892,11340,11033,2445,5,4,46
2/25/2021,22,night,winter,10125,1576,13306,1147,85,2178,-19,1231,459,24273,11157,10811,2229,23828,10840,10605,2312,5,4,41
2/25/2021,23,night,winter,10126,1465,12779,1146,85,1561,-19,941,558,22895,10500,10260,2058,22399,10147,10057,2126,5,4,38
2/25/2021,24,night,winter,10127,1314,11701,1146,84,1046,-19,1198,454,21704,9951,9747,1928,21120,9555,9524,1973,5,4,35
2/26/2021,1,night,winter,10128,1237,10524,1146,84,1018,-19,1258,446,20931,9653,9334,1864,20773,9534,9250,1920,5,4,33
2/26/2021,2,night,winter,10129,966,9937,1147,85,971,-21,1468,446,20405,9424,9093,1804,20167,9284,8953,1859,5,4,31
2/26/2021,3,night,winter,10130,863,9940,1147,85,1031,-21,1301,353,20225,9314,9052,1771,19852,9138,8820,1820,5,4,29
2/26/2021,4,night,winter,10131,860,10078,1147,85,982,-23,1203,349,20347,9381,9093,1779,19834,9124,8820,1812,5,4,30
2/26/2021,5,night,winter,10132,871,10286,1147,84,1011,-23,1170,436,20997,9699,9342,1855,20388,9359,9081,1864,5,4,32
2/26/2021,6,night,winter,10133,1140,10766,1147,85,1343,-25,1365,469,22480,10402,9947,2021,21850,9997,9732,2026,5,4,41
2/26/2021,7,night,winter,10134,1348,11728,1146,85,2011,-23,1319,621,23990,11208,10538,2128,23724,10892,10514,2216,5,4,47
2/26/2021,8,morning,winter,10135,1533,10834,1147,85,1711,2346,1149,530,24263,11466,10640,2052,24028,11212,10548,2170,5,4,34
2/26/2021,9,morning,winter,10136,1168,7812,1148,84,1014,9373,873,463,23616,11209,10367,1950,22914,10676,10236,1918,5,4,26
2/26/2021,10,morning,winter,10137,685,6135,1148,85,621,12190,898,394,22257,10447,9976,1758,21438,9870,9786,1710,5,4,15
2/26/2021,11,day,winter,10138,566,5135,1147,84,415,12741,767,573,21304,9812,9739,1688,20231,9178,9445,1546,5,4,13
2/26/2021,12,day,winter,10139,569,4782,1147,84,255,12932,1114,226,20609,9359,9552,1643,19476,8693,9253,1475,5,4,8
2/26/2021,13,day,winter,10140,569,4519,1147,85,398,12147,1825,575,20141,9106,9418,1566,19128,8428,9186,1461,5,4,2
2/26/2021,14,day,winter,10141,567,4510,1147,85,420,11182,2705,556,20262,9123,9506,1584,19286,8381,9331,1522,5,4,1
2/26/2021,15,day,winter,10142,568,4451,1146,85,432,10915,3038,679,20888,9361,9754,1724,19838,8568,9559,1658,5,4,2
2/26/2021,16,day,winter,10143,568,5075,1146,87,171,12389,3366,209,21786,9697,10111,1927,20737,9064,9785,1833,5,4,8
2/26/2021,17,day,winter,10144,567,6612,1146,88,569,9121,3657,356,22889,10253,10471,2110,22040,9785,10107,2091,5,4,29
2/26/2021,18,day,winter,10145,616,8837,1146,88,1828,2609,3943,564,24790,11339,11026,2363,23911,10777,10697,2374,5,4,46
2/26/2021,19,dusk,winter,10146,1024,11629,1147,88,3142,72,4097,594,26087,12033,11499,2489,25758,11704,11417,2570,5,4,48
2/26/2021,20,dusk,winter,10147,1415,11901,1146,88,3138,33,3912,484,25698,11897,11314,2421,25330,11579,11185,2500,5,4,45
2/26/2021,21,dusk,winter,10148,1438,11803,1146,88,2640,36,3857,480,24961,11568,10996,2331,24514,11179,10865,2405,5,4,41
2/26/2021,22,night,winter,10149,1261,11464,1146,88,2501,-16,3729,487,24044,11155,10598,2226,23667,10732,10564,2308,5,4,37
2/26/2021,23,night,winter,10150,1151,11103,1146,87,1453,-16,3833,485,22915,10641,10121,2087,22429,10192,10019,2157,5,4,35
2/26/2021,24,night,winter,10151,1012,10298,1146,87,1103,-16,3696,581,21687,10062,9599,1960,21160,9629,9460,2011,5,4,35
2/27/2021,1,night,winter,10152,951,9644,1146,87,1387,-16,3400,668,20820,9648,9215,1891,20943,9528,9426,1929,5,4,37
2/27/2021,2,night,winter,10153,993,9619,1147,88,1770,-19,3003,498,20177,9359,8941,1810,20249,9231,9094,1861,5,4,36
2/27/2021,3,night,winter,10154,994,9328,1146,88,1645,-19,2671,489,19799,9188,8772,1770,19818,9061,8880,1811,5,4,34
2/27/2021,4,night,winter,10155,955,9233,1146,87,1606,-21,2612,460,19733,9160,8743,1759,19613,8983,8775,1787,5,4,33
2/27/2021,5,night,winter,10156,949,9214,1147,88,1407,-22,2696,478,20060,9319,8867,1799,19792,9077,8832,1812,5,4,34
2/27/2021,6,night,winter,10157,941,9629,1146,88,1815,-22,2499,489,20796,9662,9175,1878,20405,9375,9080,1871,5,4,39
2/27/2021,7,night,winter,10158,1114,10421,1147,87,2427,-23,2367,551,21443,10037,9416,1906,21172,9805,9340,1941,5,4,41
2/27/2021,8,morning,winter,10159,1170,9095,1147,88,1722,2305,2071,419,21161,9964,9274,1842,21082,9926,9231,1841,5,4,32
2/27/2021,9,morning,winter,10160,779,4674,1147,88,1333,8880,1826,570,20149,9418,8956,1701,20164,9482,8968,1640,5,4,12
2/27/2021,10,morning,winter,10161,590,3242,1148,89,1302,11481,1948,498,19228,8945,8685,1529,18959,8783,8641,1469,5,4,2
2/27/2021,11,day,winter,10162,583,3308,1147,88,595,12777,2590,420,18558,8716,8400,1378,17887,8185,8322,1321,5,4,0
2/27/2021,12,day,winter,10163,580,3253,1148,89,527,11862,3182,481,17800,8290,8165,1285,17154,7743,8106,1251,5,4,0
2/27/2021,13,day,winter,10164,577,3317,1148,88,477,10836,3032,577,17466,8024,8100,1285,16703,7448,7966,1236,5,4,0
2/27/2021,14,day,winter,10165,574,3266,1147,89,527,10810,3038,480,17620,8013,8189,1363,16746,7394,8029,1271,5,4,0
2/27/2021,15,day,winter,10166,587,3534,1147,88,382,11045,3479,224,18290,8345,8365,1523,17280,7631,8193,1402,5,4,0
2/27/2021,16,day,winter,10167,581,3997,1148,88,443,11733,3739,246,19507,8855,8801,1791,18386,8167,8563,1600,5,4,1
2/27/2021,17,day,winter,10168,582,5674,1146,88,862,8675,3481,316,21121,9606,9411,2038,20030,9070,9033,1867,5,4,26
2/27/2021,18,day,winter,10169,691,8169,1148,88,2145,2364,3644,530,23285,10787,10187,2236,22389,10214,9897,2213,5,4,45
2/27/2021,19,dusk,winter,10170,907,10857,1148,88,3704,34,3528,580,24699,11488,10735,2395,24461,11179,10779,2435,5,4,49
2/27/2021,20,dusk,winter,10171,1445,12011,1147,88,3336,-22,3439,578,24427,11393,10598,2353,24333,11116,10761,2387,5,4,49
2/27/2021,21,dusk,winter,10172,1447,12177,1149,88,2653,-19,2875,588,23855,11113,10389,2271,23697,10769,10557,2303,5,4,46
2/27/2021,22,night,winter,10173,1015,12168,1149,88,2540,-19,2262,444,23164,10742,10172,2169,22863,10349,10229,2220,5,4,42
2/27/2021,23,night,winter,10174,951,11950,1148,88,2420,-19,1392,393,22145,10239,9783,2044,21834,9850,9830,2090,5,4,38
2/27/2021,24,night,winter,10175,837,11097,1149,88,2076,-19,1406,354,21077,9741,9332,1926,20784,9369,9394,1959,5,4,36
2/28/2021,1,night,winter,10176,707,10391,1149,88,1536,-19,1853,335,20326,9427,8960,1860,19848,9134,8745,1902,5,4,35
2/28/2021,2,night,winter,10177,655,10336,1147,88,1199,-19,1691,360,19862,9308,8685,1788,19272,8858,8511,1834,5,4,34
2/28/2021,3,night,winter,10178,652,9896,1147,88,800,-20,2089,643,19672,9331,8510,1748,18826,8680,8295,1779,5,4,34
2/28/2021,4,night,winter,10179,651,9866,1147,87,739,-21,2150,569,19580,9284,8476,1735,18654,8604,8214,1759,5,4,33
2/28/2021,5,night,winter,10180,652,9786,1147,88,814,-23,2174,532,19760,9379,8534,1758,18742,8669,8219,1773,5,4,35
2/28/2021,6,night,winter,10181,694,9976,1147,88,917,-24,1812,598,20177,9630,8648,1804,19206,8912,8386,1820,5,4,40
2/28/2021,7,night,winter,10182,768,10586,1148,87,1134,-22,1828,606,20536,9892,8757,1789,19745,9279,8503,1867,5,4,41
2/28/2021,8,morning,winter,10183,778,8773,1147,88,1068,2505,1548,440,20036,9704,8611,1627,19586,9378,8362,1755,5,4,31
2/28/2021,9,morning,winter,10184,630,5141,1148,88,923,8754,1406,364,19028,9267,8258,1419,18229,8773,7849,1525,5,4,16
2/28/2021,10,morning,winter,10185,578,4008,1147,88,599,10918,1887,470,17973,8703,7903,1292,16901,8051,7435,1345,5,4,6
2/28/2021,11,day,winter,10186,577,3650,1148,88,439,11394,1663,456,17059,8120,7673,1200,15905,7474,7165,1202,5,4,1
2/28/2021,12,day,winter,10187,577,3646,1149,88,443,11172,1326,329,16447,7733,7510,1145,15276,7096,6984,1139,5,4,0
2/28/2021,13,day,winter,10188,576,3508,1149,88,479,10822,1311,491,16221,7576,7463,1126,15052,6950,6917,1132,5,4,0
2/28/2021,14,day,winter,10189,575,3728,1147,88,470,10284,1123,414,16360,7612,7498,1197,15317,7034,7042,1190,5,4,0
2/28/2021,15,day,winter,10190,576,3726,1145,88,471,10642,1036,402,17199,7967,7809,1372,16015,7294,7336,1333,5,4,0
2/28/2021,16,day,winter,10191,576,4446,1146,88,448,11762,931,152,18560,8482,8304,1720,17306,7963,7753,1536,5,4,7
2/28/2021,17,day,winter,10192,611,6362,1146,88,795,9659,903,285,20314,9288,9030,1934,19106,8902,8318,1828,5,4,29
2/28/2021,18,day,winter,10193,769,8965,1145,88,2323,2750,1024,652,22959,10560,10017,2310,21691,10161,9292,2175,5,4,49
2/28/2021,19,dusk,winter,10194,852,12129,1146,87,3721,128,765,696,24586,11344,10694,2470,24102,11197,10414,2420,5,4,55
2/28/2021,20,dusk,winter,10195,983,13090,1145,88,3928,9,773,567,24322,11273,10599,2368,24188,11228,10502,2385,5,4,49
2/28/2021,21,dusk,winter,10196,1166,12996,1147,88,3115,-19,828,509,23671,10954,10359,2276,23535,10870,10291,2302,5,4,45
2/28/2021,22,night,winter,10197,1048,12673,1146,87,2804,-19,842,357,22806,10482,10085,2158,22604,10389,9952,2192,5,4,41
2/28/2021,23,night,winter,10198,910,12345,1146,80,2183,-20,780,372,21537,9832,9611,2013,21436,9850,9477,2040,5,4,38
2/28/2021,24,night,winter,10199,803,11888,1147,78,1559,-20,651,367,20438,9301,9158,1897,20251,9279,8994,1910,5,4,36
3/1/2021,1,night,spring,10200,675,10979,1147,83,1529,-19,660,370,19892,9043,8913,1853,19700,9048,8743,1835,5,4,37
3/1/2021,2,night,spring,10201,671,11092,1147,86,1331,-19,601,307,19512,8885,8745,1795,19270,8828,8592,1775,5,4,35
3/1/2021,3,night,spring,10202,678,11048,1146,85,1221,-22,482,483,19349,8841,8644,1771,19007,8720,8474,1734,5,4,35
3/1/2021,4,night,spring,10203,681,11055,1147,85,1193,-22,471,610,19557,8964,8713,1782,19096,8768,8512,1734,5,4,36
3/1/2021,5,night,spring,10204,686,11421,1145,73,1344,-24,413,704,20529,9419,9143,1859,19819,9091,8834,1804,5,4,39
3/1/2021,6,night,spring,10205,745,12289,1146,46,2044,-26,454,653,22178,10176,9859,2023,21429,9820,9533,1975,5,4,45
3/1/2021,7,night,spring,10206,1024,13436,1146,46,2831,-24,401,809,23785,10991,10528,2142,23583,10962,10336,2175,5,4,54
3/1/2021,8,morning,spring,10207,1013,12142,1147,46,2120,3011,388,462,23985,11124,10704,2045,24002,11251,10531,2114,5,4,39
3/1/2021,9,morning,spring,10208,792,8634,1147,46,1491,9924,430,406,23269,10801,10528,1842,22708,10627,10118,1872,5,4,30
3/1/2021,10,morning,spring,10209,684,6412,1147,46,777,12506,565,442,22432,10524,10171,1652,21243,9776,9732,1655,5,4,26
3/1/2021,11,day,spring,10210,810,5431,1147,46,597,13126,735,471,21399,9916,9823,1586,20075,9128,9360,1516,5,4,25
3/1/2021,12,day,spring,10211,797,4933,1147,46,453,12913,655,544,20805,9529,9613,1596,19487,8721,9251,1451,5,4,19
3/1/2021,13,day,spring,10212,720,4985,1148,46,485,13088,632,462,20619,9348,9618,1590,19272,8498,9261,1452,5,4,15
3/1/2021,14,day,spring,10213,624,4959,1147,46,449,13294,576,490,20741,9371,9676,1636,19420,8464,9373,1524,5,4,14
3/1/2021,15,day,spring,10214,623,5308,1147,46,524,13317,474,582,21292,9573,9860,1799,19951,8716,9518,1659,5,4,14
3/1/2021,16,day,spring,10215,625,6053,1146,46,871,12598,577,242,22180,9813,10233,2074,21071,9410,9765,1838,5,4,21
3/1/2021,17,day,spring,10216,654,7600,1146,46,1352,10018,509,364,23420,10523,10645,2188,22564,10197,10197,2108,5,4,37
3/1/2021,18,day,spring,10217,858,11595,1147,47,2730,2935,415,611,25509,11645,11347,2447,24820,11444,10898,2412,5,4,54
3/1/2021,19,dusk,spring,10218,1302,15706,1145,46,3723,125,374,526,26836,12322,11853,2587,26720,12414,11623,2613,5,4,64
3/1/2021,20,dusk,spring,10219,1535,16036,1146,47,4149,14,420,610,26235,12108,11570,2482,26595,12356,11610,2557,5,4,55
3/1/2021,21,dusk,spring,10220,1440,15122,1146,46,3393,19,661,512,25368,11680,11239,2374,25762,11958,11288,2443,5,4,49
3/1/2021,22,night,spring,10221,1364,13638,1145,46,2807,-18,735,504,24269,11120,10840,2236,24664,11390,10885,2315,5,4,45
3/1/2021,23,night,spring,10222,1306,12475,1146,46,2560,-18,762,591,22823,10410,10267,2074,23109,10650,10263,2124,5,4,40
3/1/2021,24,night,spring,10223,1101,12207,1146,46,1759,-18,717,431,21601,9825,9761,1942,21726,10013,9677,1966,5,4,35
3/2/2021,1,night,spring,10224,916,11682,1147,46,1505,-45,766,532,20825,9498,9373,1877,20401,9231,9160,1935,5,4,34
3/2/2021,2,night,spring,10225,801,11249,1146,46,1319,-18,877,493,20306,9250,9149,1827,19813,8983,8918,1836,5,4,32
3/2/2021,3,night,spring,10226,649,10292,1145,46,1309,-20,1066,486,20093,9153,9050,1804,19484,8876,8743,1784,5,4,32
3/2/2021,4,night,spring,10227,640,10395,1145,46,1294,-21,1037,475,20285,9238,9142,1815,19477,8876,8741,1776,5,4,32
3/2/2021,5,night,spring,10228,643,10316,1145,46,1338,-23,1454,400,21125,9620,9500,1908,20171,9218,9017,1843,5,4,35
3/2/2021,6,night,spring,10229,726,10584,1145,46,1753,-24,1596,525,22587,10328,10081,2068,21673,9902,9667,1997,5,4,42
3/2/2021,7,night,spring,10230,867,12011,1145,46,2301,-22,1540,651,24123,11156,10633,2202,23622,10926,10400,2183,5,4,48
3/2/2021,8,morning,spring,10231,1016,11285,1146,46,1976,2625,1425,451,24573,11376,10852,2201,24153,11233,10688,2133,5,4,37
3/2/2021,9,morning,spring,10232,884,7949,1145,46,1685,8498,1160,616,23745,10903,10634,2069,23299,10736,10486,1990,5,4,30
3/2/2021,10,morning,spring,10233,650,6826,1147,46,1425,10709,1201,281,22278,10151,10170,1831,21893,9908,10119,1790,5,4,24
3/2/2021,11,day,spring,10234,600,5514,1146,46,1137,11715,1361,501,21493,9833,9902,1642,20869,9277,9892,1632,5,4,20
3/2/2021,12,day,spring,10235,600,5995,1148,46,586,11670,1271,613,21227,9725,9834,1557,20341,8889,9809,1582,5,4,17
3/2/2021,13,day,spring,10236,584,5732,1147,46,612,11358,1188,576,21001,9549,9811,1535,20179,8734,9821,1565,5,4,12
3/2/2021,14,day,spring,10237,579,5722,1147,44,489,12320,1018,545,21255,9655,9894,1602,20257,8758,9855,1588,5,4,14
3/2/2021,15,day,spring,10238,595,5551,1147,47,578,12216,998,587,21765,9865,10077,1720,20748,9000,10015,1677,5,4,16
3/2/2021,16,day,spring,10239,613,6160,1147,46,1234,9481,713,369,22623,10187,10402,1930,21654,9558,10142,1898,5,4,26
3/2/2021,17,day,spring,10240,680,8306,1147,46,1182,7911,623,365,24118,11038,10813,2159,23017,10354,10498,2104,5,4,36
3/2/2021,18,day,spring,10241,983,12140,1146,46,2540,1881,463,540,25797,11848,11387,2447,24904,11277,11160,2397,5,4,52
3/2/2021,19,dusk,spring,10242,1484,14694,1146,46,3554,12,280,656,26949,12376,11876,2578,26732,12218,11838,2603,5,4,61
3/2/2021,20,dusk,spring,10243,1785,14633,1146,47,3406,-23,519,622,26385,12135,11626,2506,26482,12215,11645,2547,5,4,55
3/2/2021,21,dusk,spring,10244,1666,14373,1145,46,2996,-21,740,641,25427,11703,11215,2392,25552,11752,11294,2434,5,4,47
3/2/2021,22,night,spring,10245,1604,13691,1146,46,2437,-21,1051,520,24274,11152,10752,2254,24338,11135,10833,2299,5,4,43
3/2/2021,23,night,spring,10246,1423,12446,1146,46,1841,-21,874,556,22837,10461,10174,2088,22722,10336,10206,2111,5,4,38
3/2/2021,24,night,spring,10247,1293,12296,1151,46,1450,-21,656,510,21601,9885,9644,1957,21321,9693,9602,1960,5,4,36
3/3/2021,1,night,spring,10248,1026,11826,1148,46,1328,-22,472,492,20877,9571,9295,1892,20691,9451,9255,1916,5,5,34
3/3/2021,2,night,spring,10249,840,11300,1149,46,1270,-22,439,489,20386,9348,9079,1834,20072,9176,8976,1848,5,5,32
3/3/2021,3,night,spring,10250,708,10829,1147,46,1263,-26,673,547,20182,9221,9030,1802,19674,9025,8774,1799,5,5,32
3/3/2021,4,night,spring,10251,678,11157,1148,46,1206,-27,527,492,20290,9252,9091,1813,19598,9008,8725,1787,5,5,32
3/3/2021,5,night,spring,10252,674,11352,1147,46,1297,-28,697,544,21069,9595,9447,1884,20135,9268,8944,1839,5,5,36
3/3/2021,6,night,spring,10253,758,12240,1147,46,1971,-29,808,544,22604,10304,10112,2035,21542,9917,9546,1986,5,5,42
3/3/2021,7,night,spring,10254,944,12909,1146,46,2616,-25,681,531,24204,11136,10726,2186,23444,10878,10285,2164,5,5,48
3/3/2021,8,morning,spring,10255,1121,12586,1148,46,2491,2410,497,403,25012,11602,11073,2189,24140,11234,10653,2152,5,5,36
3/3/2021,9,morning,spring,10256,969,10429,1147,46,1856,6983,460,304,25338,11619,11384,2203,23846,10882,10791,2081,5,5,32
3/3/2021,10,morning,spring,10257,690,10106,1148,46,1981,7373,516,571,25730,11176,11897,2536,23344,10315,10841,2106,5,5,30
3/3/2021,11,day,spring,10258,707,10141,1147,46,1641,7432,607,329,25950,10641,12441,2741,23053,9828,10886,2266,5,5,28
3/3/2021,12,day,spring,10259,784,10128,1147,46,1932,7348,1085,377,25628,10195,12572,2735,22784,9483,10855,2378,5,5,27
3/3/2021,13,day,spring,10260,692,10536,1147,46,1929,6312,1330,730,24951,9932,12291,2608,22547,9255,10837,2389,5,5,24
3/3/2021,14,day,spring,10261,951,10182,1147,47,1460,6654,1432,353,24099,9924,11441,2613,22425,9229,10780,2353,5,5,27
3/3/2021,15,day,spring,10262,948,9317,1146,46,1281,6227,1580,483,23906,10086,11130,2567,22392,9375,10661,2292,5,5,30
3/3/2021,16,day,spring,10263,790,9800,1147,47,1227,5902,1750,321,24394,10413,11284,2572,22773,9785,10617,2308,5,5,31
3/3/2021,17,day,spring,10264,825,10651,1145,46,1507,3796,2055,457,25082,10967,11391,2595,23641,10436,10770,2369,5,5,37
3/3/2021,18,day,spring,10265,1091,12449,1145,46,2321,977,1977,324,26617,11827,11915,2742,25298,11430,11293,2503,5,5,48
3/3/2021,19,dusk,spring,10266,1376,13554,1145,47,3476,2,2532,562,27847,12580,12347,2783,27166,12322,12093,2678,5,5,57
3/3/2021,20,dusk,spring,10267,1598,12943,1146,46,3629,-16,3290,544,27390,12427,12159,2672,26941,12301,11951,2614,5,5,51
3/3/2021,21,dusk,spring,10268,1474,12207,1146,46,3281,-13,3940,548,26470,11992,11828,2523,25994,11872,11549,2500,5,5,44
3/3/2021,22,night,spring,10269,1549,11645,1147,46,2684,-14,4278,485,25285,11445,11345,2365,24844,11284,11122,2366,5,5,40
3/3/2021,23,night,spring,10270,1346,10855,1145,44,2067,-16,4377,478,23838,10754,10752,2184,23186,10496,10444,2178,5,5,35
3/3/2021,24,night,spring,10271,1214,9705,1144,46,1410,-15,4268,507,22443,10145,10098,2040,21693,9818,9806,2001,5,5,32
3/4/2021,1,night,spring,10272,930,8959,1147,46,1294,-15,4136,461,21548,9744,9686,1959,21088,9698,9366,1906,5,5,31
3/4/2021,2,night,spring,10273,748,8697,1147,46,1212,-15,3951,444,20986,9473,9478,1874,20443,9450,9029,1842,5,5,31
3/4/2021,3,night,spring,10274,659,9297,1147,46,1215,-17,3235,395,20735,9371,9357,1835,20145,9295,8913,1812,5,5,31
3/4/2021,4,night,spring,10275,645,9251,1146,45,1190,-19,3453,443,20905,9446,9412,1843,20046,9265,8858,1793,5,5,32
3/4/2021,5,night,spring,10276,655,9350,1147,46,1239,-20,3143,523,21700,9796,9775,1913,20616,9507,9134,1838,5,5,37
3/4/2021,6,night,spring,10277,733,10615,1147,46,1614,-21,2487,491,23204,10507,10420,2051,22041,10143,9763,1987,5,5,43
3/4/2021,7,night,spring,10278,853,11608,1146,46,2517,-15,1895,670,24701,11299,10998,2174,23910,11062,10550,2143,5,5,55
3/4/2021,8,morning,spring,10279,1043,11151,1146,46,2472,3068,1355,456,24829,11434,11051,2122,24417,11330,10734,2214,5,5,36
3/4/2021,9,morning,spring,10280,887,8019,1146,46,1358,9679,656,346,23998,11002,10861,1923,23761,10791,10654,2177,5,5,29
3/4/2021,10,morning,spring,10281,719,5985,1146,46,1170,12406,420,507,22919,10550,10446,1721,22276,10045,10145,1959,5,5,26
3/4/2021,11,day,spring,10282,634,5886,1147,46,608,13189,437,360,21926,10076,10068,1587,21094,9485,9756,1736,5,5,21
3/4/2021,12,day,spring,10283,622,5420,1146,46,731,13119,421,420,21184,9623,9844,1524,20348,9051,9537,1646,5,5,18
3/4/2021,13,day,spring,10284,627,5303,1147,46,715,13183,334,591,20835,9414,9720,1511,19966,8797,9478,1580,5,5,12
3/4/2021,14,day,spring,10285,629,5313,1147,46,539,13290,344,337,20949,9456,9714,1591,19974,8771,9477,1618,5,5,9
3/4/2021,15,day,spring,10286,623,5901,1146,46,631,13349,364,393,21460,9655,9868,1750,20438,9002,9623,1706,5,5,10
3/4/2021,16,day,spring,10287,624,6948,1147,46,469,12671,472,292,22114,9940,10149,1837,21266,9423,9817,1920,5,5,18
3/4/2021,17,day,spring,10288,766,7985,1148,46,1190,10093,465,508,23260,10472,10512,2087,22833,10340,10257,2126,5,5,35
3/4/2021,18,day,spring,10289,1101,10568,1147,47,2049,3144,441,474,25314,11563,11177,2381,24926,11526,10899,2386,5,5,52
3/4/2021,19,dusk,spring,10290,1292,13709,1146,46,3676,60,555,704,26815,12303,11761,2552,26965,12393,11863,2590,5,5,63
3/4/2021,20,dusk,spring,10291,1309,14055,1147,46,3967,-14,650,605,26488,12167,11627,2494,26806,12299,11861,2528,5,5,58
3/4/2021,21,dusk,spring,10292,1175,13972,1147,47,3595,-10,696,579,25681,11780,11312,2389,25906,11890,11478,2422,5,5,52
3/4/2021,22,night,spring,10293,1119,13349,1146,46,2827,-10,660,517,24608,11249,10910,2251,24826,11372,11045,2295,5,5,47
3/4/2021,23,night,spring,10294,1314,13079,1146,45,1558,-11,676,494,23213,10595,10345,2079,23375,10683,10462,2119,5,5,41
3/4/2021,24,night,spring,10295,1367,11994,1146,45,1189,-10,625,510,21924,10025,9761,1943,21989,10043,9872,1962,5,5,38
3/5/2021,1,night,spring,10296,1190,11287,1147,46,1129,-10,641,438,21153,9734,9351,1872,21400,9606,9645,1991,5,4,33
3/5/2021,2,night,spring,10297,1012,10960,1147,46,1107,-10,707,463,20862,9720,9136,1805,20781,9339,9389,1894,5,4,31
3/5/2021,3,night,spring,10298,802,10984,1147,46,811,-14,802,467,20739,9698,9062,1773,20390,9213,9173,1839,5,4,31
3/5/2021,4,night,spring,10299,668,11062,1146,46,758,-15,839,463,20864,9764,9111,1779,20451,9210,9210,1831,5,4,32
3/5/2021,5,night,spring,10300,640,11516,1146,46,874,-18,801,474,21628,10067,9492,1850,21035,9457,9492,1874,5,4,34
3/5/2021,6,night,spring,10301,729,12432,1146,46,1133,-18,802,512,22971,10600,10154,1991,22399,10081,10081,2014,5,4,43
3/5/2021,7,night,spring,10302,978,13090,1145,45,1741,-10,825,570,24162,11189,10644,2102,24178,11009,10789,2173,5,4,50
3/5/2021,8,morning,spring,10303,1011,11388,1145,46,1785,3479,793,508,24213,11331,10625,2037,24585,11243,11018,2181,5,4,36
3/5/2021,9,morning,spring,10304,771,8383,1144,46,1091,9521,839,396,23482,10982,10454,1838,23728,10751,10763,2085,5,4,29
3/5/2021,10,morning,spring,10305,708,6476,1145,46,1045,11634,947,370,22384,10375,10169,1642,22298,10005,10311,1866,5,4,28
3/5/2021,11,day,spring,10306,658,5374,1145,46,580,13074,1027,360,21428,9797,9905,1533,21262,9486,9999,1657,5,4,26
3/5/2021,12,day,spring,10307,619,5556,1146,46,1135,11877,1007,381,20709,9230,9775,1513,20633,9081,9847,1586,5,4,22
3/5/2021,13,day,spring,10308,618,5145,1146,47,954,12046,979,375,20549,9065,9843,1453,20347,8867,9801,1563,5,4,18
3/5/2021,14,day,spring,10309,619,4928,1146,46,765,12062,852,511,20674,9093,9894,1500,20461,8868,9862,1617,5,4,18
3/5/2021,15,day,spring,10310,620,5096,1146,47,722,12018,860,511,21122,9191,10117,1624,20826,9012,9981,1720,5,4,22
3/5/2021,16,day,spring,10311,627,6085,1146,46,1181,11286,835,411,21914,9655,10284,1783,21735,9431,10262,1927,5,4,27
3/5/2021,17,day,spring,10312,681,8242,1147,46,1630,9056,628,203,23400,10699,10462,2045,23116,10306,10585,2110,5,4,35
3/5/2021,18,day,spring,10313,891,10894,1146,46,2736,2962,682,605,25196,11425,11265,2306,24820,11366,10952,2385,5,4,50
3/5/2021,19,dusk,spring,10314,1070,14798,1146,47,3992,109,587,448,26466,12076,11720,2456,26597,12238,11650,2586,5,4,61
3/5/2021,20,dusk,spring,10315,1269,14523,1147,46,3559,-4,800,379,26013,11923,11471,2395,26305,12128,11517,2541,5,4,53
3/5/2021,21,dusk,spring,10316,1305,13413,1147,46,2960,-1,957,359,25255,11583,11126,2307,25580,11776,11258,2431,5,4,47
3/5/2021,22,night,spring,10317,1108,13081,1146,46,2468,0,1362,366,24300,11147,10722,2189,24570,11273,10877,2306,5,4,45
3/5/2021,23,night,spring,10318,942,12453,1145,46,2088,-1,1367,362,23001,10524,10189,2047,23228,10630,10325,2138,5,4,38
3/5/2021,24,night,spring,10319,1065,11495,1146,46,1322,0,1633,606,21757,9972,9624,1920,21816,9992,9690,1983,5,4,36
3/6/2021,1,night,spring,10320,1080,10469,1146,46,1142,-1,1776,611,20959,9620,9249,1846,20800,9446,9250,1915,5,4,34
3/6/2021,2,night,spring,10321,838,10282,1147,46,1015,-1,982,585,20362,9336,9000,1777,20131,9156,8956,1827,5,4,34
3/6/2021,3,night,spring,10322,719,8795,1146,46,1013,-1,3077,521,20062,9301,8786,1723,19751,8991,8785,1778,5,4,31
3/6/2021,4,night,spring,10323,648,8310,1147,46,673,-2,3522,437,20174,9463,8747,1704,19543,8919,8670,1755,5,4,31
